2025-04-22T18:00:27.586067+00:00,827
2025-04-22T18:00:32.588589+00:00,808
2025-04-22T18:00:37.587407+00:00,823
2025-04-22T18:00:42.587296+00:00,817
2025-04-22T18:00:47.588829+00:00,808
2025-04-22T18:00:52.587277+00:00,803
2025-04-22T18:00:57.586055+00:00,814
2025-04-22T18:01:02.584699+00:00,820
2025-04-22T18:01:07.583821+00:00,826
2025-04-22T18:01:12.586148+00:00,832
2025-04-22T18:01:17.584673+00:00,820
2025-04-22T18:01:22.583195+00:00,802
2025-04-22T18:01:27.581901+00:00,813
2025-04-22T18:01:32.584362+00:00,829
2025-04-22T18:01:37.583003+00:00,822
2025-04-22T18:01:42.581680+00:00,810
2025-04-22T18:01:47.580130+00:00,825
2025-04-22T18:01:52.582622+00:00,828
2025-04-22T18:01:57.581276+00:00,814
2025-04-22T18:02:02.579956+00:00,809
2025-04-22T18:02:07.582355+00:00,826
2025-04-22T18:02:12.580832+00:00,816
2025-04-22T18:02:55.551712+00:00,833
2025-04-22T18:03:00.550267+00:00,817
2025-04-22T18:03:05.552649+00:00,819
2025-04-22T18:03:10.551085+00:00,834
2025-04-22T18:03:15.549805+00:00,822
2025-04-22T18:03:20.548353+00:00,809
2025-04-22T18:03:25.550514+00:00,820
2025-04-22T18:03:30.549227+00:00,834
2025-04-22T18:03:35.547432+00:00,806
2025-04-22T18:03:40.546095+00:00,835
2025-04-22T18:03:45.548531+00:00,807
2025-04-22T18:03:50.546905+00:00,830
2025-04-22T18:03:55.545582+00:00,813
2025-04-22T18:04:00.544037+00:00,817
2025-04-22T18:04:05.546352+00:00,833
2025-04-22T18:04:10.544600+00:00,833
2025-04-22T18:04:15.542993+00:00,833
2025-04-22T18:04:20.541690+00:00,830
2025-04-22T18:04:25.543930+00:00,831
2025-04-22T18:04:30.542676+00:00,832
2025-04-22T18:04:35.541069+00:00,810
2025-04-22T18:04:40.539508+00:00,826
2025-04-22T18:04:45.541822+00:00,804
2025-04-22T18:04:50.540429+00:00,805
2025-04-22T18:04:55.538803+00:00,821
2025-04-22T18:05:00.541168+00:00,818
2025-04-22T18:05:05.539555+00:00,809
2025-04-22T18:05:10.538134+00:00,816
2025-04-22T18:05:15.536661+00:00,804
2025-04-22T18:05:20.535144+00:00,804
2025-04-22T18:05:25.537239+00:00,809
2025-04-22T18:05:30.535653+00:00,819
2025-04-22T18:05:35.534152+00:00,804
2025-04-22T18:05:40.532818+00:00,826
2025-04-22T18:05:45.535050+00:00,816
2025-04-22T18:05:50.533486+00:00,804
2025-04-22T18:05:55.532139+00:00,812
2025-04-22T18:06:00.530560+00:00,827
2025-04-22T18:06:05.532734+00:00,828
2025-04-22T18:06:10.531110+00:00,826
2025-04-22T18:06:15.529763+00:00,829
2025-04-22T18:06:20.532143+00:00,821
2025-04-22T18:06:25.530514+00:00,805
2025-04-22T18:06:30.527794+00:00,821
2025-04-22T18:06:35.517282+00:00,828
2025-04-22T18:06:40.506916+00:00,821
2025-04-22T18:06:45.501387+00:00,817
2025-04-22T18:06:50.492603+00:00,807
2025-04-22T18:06:55.483885+00:00,809
2025-04-22T18:07:00.475642+00:00,829
2025-04-22T18:07:05.471953+00:00,814
2025-04-22T18:07:10.464792+00:00,805
2025-04-22T18:07:15.457863+00:00,805
2025-04-22T18:07:20.451769+00:00,805
2025-04-22T18:07:25.448863+00:00,805
2025-04-22T18:07:30.442827+00:00,818
2025-04-22T18:07:35.437190+00:00,828
2025-04-22T18:07:40.435482+00:00,823
2025-04-22T18:07:45.430114+00:00,819
2025-04-22T18:07:50.425056+00:00,823
2025-04-22T18:07:55.420133+00:00,825
2025-04-22T18:08:00.415451+00:00,827
2025-04-22T18:08:05.414708+00:00,825
2025-04-22T18:08:10.410533+00:00,827
2025-04-22T18:08:15.406076+00:00,816
2025-04-22T18:08:20.401741+00:00,805
2025-04-22T18:08:25.401446+00:00,827
2025-04-22T18:08:30.397797+00:00,821
2025-04-22T18:08:35.393900+00:00,815
2025-04-22T18:08:40.390106+00:00,810
2025-04-22T18:08:45.390352+00:00,816
2025-04-22T18:08:50.386716+00:00,816
2025-04-22T18:08:55.383094+00:00,816
2025-04-22T18:09:00.383765+00:00,828
2025-04-22T18:09:05.380711+00:00,822
2025-04-22T18:09:10.377069+00:00,817
2025-04-22T18:09:15.373748+00:00,825
2025-04-22T18:09:20.370709+00:00,828
2025-04-22T18:09:25.371491+00:00,821
2025-04-22T18:09:30.367936+00:00,809
2025-04-22T18:09:35.364982+00:00,806
2025-04-22T18:09:40.362242+00:00,803
2025-04-22T18:09:45.362809+00:00,820
2025-04-22T18:09:50.359859+00:00,822
2025-04-22T18:10:20.419868+00:00,820
2025-04-22T18:10:25.417043+00:00,827
2025-04-22T18:10:30.414163+00:00,827
2025-04-22T18:10:35.415456+00:00,826
2025-04-22T18:10:40.412670+00:00,809
2025-04-22T18:10:45.409898+00:00,816
2025-04-22T18:10:50.406976+00:00,827
2025-04-22T18:10:55.408166+00:00,819
2025-04-22T18:11:00.405389+00:00,812
2025-04-22T18:11:05.402835+00:00,809
2025-04-22T18:11:10.399796+00:00,805
2025-04-22T18:11:15.401184+00:00,812
2025-04-22T18:11:20.398602+00:00,828
2025-04-22T18:11:25.395865+00:00,811
2025-04-22T18:11:30.397014+00:00,805
2025-04-22T18:11:35.394223+00:00,814
2025-04-22T18:11:40.391400+00:00,806
2025-04-22T18:11:45.388799+00:00,805
2025-04-22T18:11:50.390198+00:00,808
2025-04-22T18:11:55.387561+00:00,815
2025-04-22T18:12:00.384737+00:00,828
2025-04-22T18:12:05.381935+00:00,821
2025-04-22T18:12:10.379458+00:00,806
2025-04-22T18:12:15.380731+00:00,820
2025-04-22T18:12:20.378033+00:00,831
2025-04-22T18:12:25.375006+00:00,829
